abbreviation,addedBy,cog,csecoida,description,ecnumber,formula,keggId,keggorthology,lastModified,mcs,modifiedBy,notes,pdmapName,ref,reversible,rxn_id,subsystem,url
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,,,3A0000000,blood group intracellular transport,,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] <=> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,,1,1795,"Transport, golgi apparatus",http://vmh.uni.lu/_api/reactions/1795/?format=pcsv
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,,,3A0000000,blood group intracellular transport,,fucfucfucgalacglcgal14acglcgalgluside_hs[e] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,,1,1796,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/1796/?format=pcsv
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,,,3A0000000,blood group intracellular transport,,fucfucfucgalacglcgal14acglcgalgluside_hs[g] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,,1,1797,"Transport, golgi apparatus",http://vmh.uni.lu/_api/reactions/1797/?format=pcsv
FUCFUCGALACGLCGALGLUSIDEte,,,3A0000000,blood group intracellular transport,,fucfucgalacglcgalgluside_hs[e] <=> fucfucgalacglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCFUCGALACGLCGALGLUSIDEte,,1,1798,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/1798/?format=pcsv
FUCFUCGALACGLCGALGLUSIDEtg,,,3A0000000,blood group intracellular transport,,fucfucgalacglcgalgluside_hs[g] <=> fucfucgalacglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCFUCGALACGLCGALGLUSIDEtg,,1,1799,"Transport, golgi apparatus",http://vmh.uni.lu/_api/reactions/1799/?format=pcsv
FUCGAL14ACGLCGALGLUSIDEte,,,3A0000000,blood group intracellular transport,,fucgal14acglcgalgluside_hs[e] <=> fucgal14acglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCGAL14ACGLCGALGLUSIDEte,,1,1800,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/1800/?format=pcsv
FUCGAL14ACGLCGALGLUSIDEtg,,,3A0000000,blood group intracellular transport,,fucgal14acglcgalgluside_hs[g] <=> fucgal14acglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCGAL14ACGLCGALGLUSIDEtg,,1,1801,"Transport, golgi apparatus",http://vmh.uni.lu/_api/reactions/1801/?format=pcsv
FUCGALFUCGALACGLCGALGLUSIDEte,,,3A0000000,blood group intracellular transport,,fucgalfucgalacglcgalgluside_hs[e] <=> fucgalfucgalacglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCGALFUCGALACGLCGALGLUSIDEte,,1,1802,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/1802/?format=pcsv
FUCGALFUCGALACGLCGALGLUSIDEtg,,,3A0000000,blood group intracellular transport,,fucgalfucgalacglcgalgluside_hs[g] <=> fucgalfucgalacglcgalgluside_hs[c] ,,,2016-11-30T10:23:17Z,2,,"unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ",FUCGALFUCGALACGLCGALGLUSIDEtg,,1,1803,"Transport, golgi apparatus",http://vmh.uni.lu/_api/reactions/1803/?format=pcsv
FUCGALGBSIDEte,,,3A0000000,fucgalgbside hs transport,,fucgalgbside_hs[c] <=> fucgalgbside_hs[e] ,,,2016-11-30T10:23:17Z,1,,"unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) - extracellular transport is also made available since metabolites can get to outer plasma membrane NJ",FUCGALGBSIDEte,PMID:8206147,1,1804,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/1804/?format=pcsv
FUCGALGBSIDEtg,,,3A0000000,fucgalgbside hs intracellular transport,,fucgalgbside_hs[c] <=> fucgalgbside_hs[g] ,,,2016-11-30T10:23:17Z,1,,"unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) NJ",FUCGALGBSIDEtg,PMID:8206147,1,1805,"Transport, golgi apparatus",http://vmh.uni.lu/_api/reactions/1805/?format=pcsv
FUCtly,,,3A0000000,L-fucose efflux from lysosome,,fuc_L[l] -> fuc_L[c] ,,,2016-11-30T10:23:17Z,2,,,FUCtly,"PMID:1751541,PMID:8993166",0,1806,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/1806/?format=pcsv
FUM,,COG0114,3A0000000,fumarase,4.2.1.2,h2o[c] + fum[c] <=> mal_L[c] ,R01082,K01676 K01677 K01678 K01679,2016-11-30T10:23:17Z,0,,,FUM,,1,1807,Citric acid cycle,http://vmh.uni.lu/_api/reactions/1807/?format=pcsv
FUMAC,,COG0179,3A0000269,fumarylacetoacetase,3.7.1.2,h2o[c] + 4fumacac[c] -> h[c] + acac[c] + fum[c] ,R01364,K01555 K16171,2016-11-30T10:23:17Z,4,,NCD,FUMAC,,0,1808,Tyrosine metabolism,http://vmh.uni.lu/_api/reactions/1808/?format=pcsv
FUMm,,,3A0000134,"fumarase, mitochondrial",4.2.1.2,h2o[m] + fum[m] <=> mal_L[m] ,,,2016-11-30T10:23:17Z,0,,IF. Biochemical,FUMm,"PMID:16774737,PMID:17111171,PMID:17111172",1,1809,Citric acid cycle,http://vmh.uni.lu/_api/reactions/1809/?format=pcsv
FUMSO3tm,,,3A0000269,"Fumarate:sulfite antiport, mitochondrial",,so3[m] + fum[c] <=> so3[c] + fum[m] ,,,2016-11-30T10:23:17Z,4,,MM,FUMSO3tm,"PMID:14598172,PMID:4441366",1,1810,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/1810/?format=pcsv
FUMSO4tm,,,3A0000269,"Fumarate:sulfate antiport, mitochondrial",,fum[c] + so4[m] <=> fum[m] + so4[c] ,,,2016-11-30T10:23:17Z,4,,MM,FUMSO4tm,"PMID:14598172,PMID:4441366",1,1811,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/1811/?format=pcsv
FUMtm,,,3A0000269,"fumarate transport, mitochondrial",,pi[m] + fum[c] <=> pi[c] + fum[m] ,,,2016-11-30T10:23:17Z,4,,TDV,FUMtm,"PMID:14598172,PMID:3587497",1,1812,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/1812/?format=pcsv
FUMTSULtm,,,3A0000269,"Fumarate:thiosulfate antiport, mitochondrial",,fum[c] + tsul[m] <=> fum[m] + tsul[c] ,,,2016-11-30T10:23:17Z,4,,MM,FUMTSULtm,"PMID:14598172,PMID:4441366",1,1813,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/1813/?format=pcsv
FUT11g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,galgbside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucgalgbside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT11g,,0,1814,Sphingolipid metabolism,http://vmh.uni.lu/_api/reactions/1814/?format=pcsv
FUT12g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,galacglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + fucgalacglcgalgluside_hs[g] + gdp[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT12g,PMID:2118655,0,1815,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1815/?format=pcsv
FUT14g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,gal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + fuc12gal14acglcgalgluside_hs[g] + gdp[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT14g,PMID:2118655,0,1816,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1816/?format=pcsv
FUT15g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,galacgalfuc12gal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + fucgalacgalfuc12gal14acglcgalgluside_hs[g] + gdp[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT15g,PMID:2118655,0,1817,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1817/?format=pcsv
FUT16g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + fucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT16g,PMID:2118655,0,1818,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1818/?format=pcsv
FUT17g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,galacgalfucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT17g,PMID:2118655,0,1819,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1819/?format=pcsv
FUT18g,,,3A0000269,Galactoside 2-alpha-L-fucosyltransferase 1,2.4.1.69,galacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 gdpfuc[g] -> 2.0 h[g] + fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 gdp[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT18g,PMID:2118655,0,1820,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1820/?format=pcsv
FUT31g,,,3A0000269,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",2.4.1.65,galacglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fuc14galacglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT31g,"PMID:12424536,PMID:12493760,PMID:1977660",0,1821,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1821/?format=pcsv
FUT32g,,,3A0000269,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",2.4.1.65,gdpfuc[g] + acngalacglcgalgluside_hs[g] -> h[g] + gdp[g] + fucacngalacglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT32g,"PMID:12424536,PMID:12493760,PMID:1977660",0,1822,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1822/?format=pcsv
FUT33g,,,3A0000269,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",2.4.1.65,acgalfucgalacglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucacgalfucgalacglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT33g,"PMID:12424536,PMID:12493760,PMID:1977660",0,1823,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1823/?format=pcsv
FUT34g,,,3A0000269,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",2.4.1.65,fucgalacglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucfucgalacglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT34g,"PMID:12424536,PMID:12493760,PMID:1977660",0,1824,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1824/?format=pcsv
FUT35g,,,3A0000269,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",2.4.1.65,galfucgalacglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucgalfucgalacglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT35g,"PMID:12424536,PMID:12493760,PMID:1977660",0,1825,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1825/?format=pcsv
FUT910g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,gdpfuc[g] + fucgalacglc13galacglcgal14acglcgalgluside_hs[g] -> h[g] + gdp[g] + fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT910g,PMID:10386598,0,1826,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1826/?format=pcsv
FUT911g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,gdpfuc[g] + fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] -> h[g] + gdp[g] + fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT911g,PMID:10386598,0,1827,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1827/?format=pcsv
FUT91g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,gal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT91g,PMID:10386598,0,1828,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1828/?format=pcsv
FUT92g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,gdpfuc[g] + acngal14acglcgalgluside_hs[g] -> h[g] + gdp[g] + fucacngal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT92g,PMID:10386598,0,1829,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1829/?format=pcsv
FUT93g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,fuc12gal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucfuc12gal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT93g,PMID:10386598,0,1830,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1830/?format=pcsv
FUT94g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,fucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucfucgalacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT94g,PMID:10386598,0,1831,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1831/?format=pcsv
FUT95g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,gdpfuc[g] + fucfucgalacglcgal14acglcgalgluside_hs[g] -> h[g] + gdp[g] + fucfucfucgalacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT95g,PMID:10386598,0,1832,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1832/?format=pcsv
FUT96g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fuc132galacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT96g,PMID:10386598,0,1833,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1833/?format=pcsv
FUT97g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,gdpfuc[g] + fuc132galacglcgal14acglcgalgluside_hs[g] -> h[g] + gdp[g] + fucfuc132galacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT97g,PMID:10386598,0,1834,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1834/?format=pcsv
FUT98g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fuc13galacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT98g,PMID:10386598,0,1835,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1835/?format=pcsv
FUT99g,,,3A0000269,"Alpha-(1,3)-fucosyltransferase",2.4.1.152,galacglc13galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> h[g] + gdp[g] + fucgalacglc13galacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:23:17Z,4,,NJ,FUT99g,PMID:10386598,0,1836,Blood group synthesis,http://vmh.uni.lu/_api/reactions/1836/?format=pcsv
G12MT1_L,,,3A0000000,"Glycolipid 1,2-alpha-D-mannosyltransferase (liver)",2.4.1.131,gdpmann[c] + 0.1 m2mpdol_L[c] -> h[c] + gdp[c] + 0.1 m3mpdol_L[c] ,,,2016-11-30T10:23:17Z,0,,,G12MT1_L,,0,1837,N-glycan synthesis,http://vmh.uni.lu/_api/reactions/1837/?format=pcsv
G12MT1_U,,,3A0000000,"Glycolipid 1,2-alpha-D-mannosyltransferase (uterus)",2.4.1.131,gdpmann[c] + 0.1 m2mpdol_U[c] -> h[c] + gdp[c] + 0.1 m3mpdol_U[c] ,,,2016-11-30T10:23:17Z,0,,,G12MT1_U,,0,1838,N-glycan synthesis,http://vmh.uni.lu/_api/reactions/1838/?format=pcsv
G12MT2_L,,,3A0000000,"Glycolipid 1,2-alpha-D-mannosyltransferase (liver)",2.4.1.131,gdpmann[c] + 0.1 m3mpdol_L[c] -> h[c] + gdp[c] + 0.1 m4mpdol_L[c] ,,,2016-11-30T10:23:17Z,0,,,G12MT2_L,,0,1839,N-glycan synthesis,http://vmh.uni.lu/_api/reactions/1839/?format=pcsv
G12MT2_U,,,3A0000000,"Glycolipid 1,2-alpha-D-mannosyltransferase (uterus)",2.4.1.131,gdpmann[c] + 0.1 m3mpdol_U[c] -> h[c] + gdp[c] + 0.1 m4mpdol_U[c] ,,,2016-11-30T10:23:17Z,0,,,G12MT2_U,,0,1840,N-glycan synthesis,http://vmh.uni.lu/_api/reactions/1840/?format=pcsv
G13MT_L,,,3A0000000,"Glycolipid 1,3-alpha-D-mannosyltransferase (liver)",2.4.1.132,gdpmann[c] + 0.1 mpdol_L[c] -> h[c] + gdp[c] + 0.1 m1mpdol_L[c] ,,,2016-11-30T10:23:17Z,0,,NCD,G13MT_L,,0,1841,N-glycan synthesis,http://vmh.uni.lu/_api/reactions/1841/?format=pcsv
G13MT_U,,,3A0000000,"Glycolipid 1,3-alpha-D-mannosyltransferase (uterus)",2.4.1.132,gdpmann[c] + 0.1 mpdol_U[c] -> h[c] + gdp[c] + 0.1 m1mpdol_U[c] ,,,2016-11-30T10:23:17Z,0,,NCD,G13MT_U,,0,1842,N-glycan synthesis,http://vmh.uni.lu/_api/reactions/1842/?format=pcsv
G14T10g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre14[g] -> h[g] + udp[g] + ksi_pre15[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T10g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1843,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1843/?format=pcsv
G14T11g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre17[g] -> h[g] + udp[g] + ksi_pre18[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T11g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1844,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1844/?format=pcsv
G14T12g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre20[g] -> h[g] + udp[g] + ksi_pre21[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T12g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1845,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1845/?format=pcsv
G14T13g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre23[g] -> h[g] + udp[g] + ksi_pre24[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T13g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1846,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1846/?format=pcsv
G14T14g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre26[g] -> h[g] + udp[g] + ksi_pre27[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T14g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1847,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1847/?format=pcsv
G14T15g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre29[g] -> h[g] + udp[g] + ksi_pre30[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T15g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1848,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1848/?format=pcsv
G14T16g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre32[g] -> h[g] + udp[g] + ksi_pre33[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T16g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1849,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1849/?format=pcsv
G14T17g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksi_pre35[g] -> h[g] + udp[g] + ksi_pre36[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate I biosynthesis NCD,G14T17g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1850,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1850/?format=pcsv
G14T18g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,2.0 udpgal[g] + core4[g] -> 2.0 h[g] + 2.0 udp[g] + ksii_core4_pre1[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate II biosynthesis NCD,G14T18g,"PMID:10747980,PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1851,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1851/?format=pcsv
G14T19g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core4_pre3[g] -> h[g] + udp[g] + ksii_core4_pre4[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate II biosynthesis NCD,G14T19g,"PMID:10747980,PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1852,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1852/?format=pcsv
G14T20g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core4_pre6[g] -> h[g] + udp[g] + ksii_core4_pre7[g] ,,,2016-11-30T10:23:17Z,4,,Keratan sulfate II biosynthesis NCD,G14T20g,"PMID:10747980,PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1853,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1853/?format=pcsv
G14T21g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core4_pre9[g] -> h[g] + udp[g] + ksii_core4_pre10[g] ,,,2016-11-30T10:23:18Z,4,,Keratan sulfate II biosynthesis NCD,G14T21g,"PMID:10747980,PMID:12512857,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1854,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1854/?format=pcsv
G14T2g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core2_pre1[g] -> h[g] + udp[g] + ksii_core2_pre2[g] ,,,2016-11-30T10:23:18Z,4,,Keratan sulfate II biosynthesis NCD,G14T2g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1855,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1855/?format=pcsv
G14T3g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core2_pre3[g] -> h[g] + udp[g] + ksii_core2_pre4[g] ,,,2016-11-30T10:23:18Z,4,,Keratan sulfate II biosynthesis NCD,G14T3g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1856,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1856/?format=pcsv
G14T4g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core2_pre6[g] -> h[g] + udp[g] + ksii_core2_pre7[g] ,,,2016-11-30T10:23:18Z,4,,Keratan sulfate II biosynthesis NCD,G14T4g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1857,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1857/?format=pcsv
G14T5g,,,3A0000000,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",2.4.1.38,udpgal[g] + ksii_core2_pre9[g] -> h[g] + udp[g] + ksii_core2_pre10[g] ,,,2016-11-30T10:23:18Z,4,,Keratan sulfate II biosynthesis NCD,G14T5g,"PMID:12512857,PMID:1903938,PMID:3094506,PMID:3144273,PMID:9405390,PMID:9435216",0,1858,Keratan sulfate synthesis,http://vmh.uni.lu/_api/reactions/1858/?format=pcsv
