rxn	name	ec	pathway	pathway.name	subsystem	gapseq
RXN-15978	RXN-15978	4.2.99	|PWY-5397|	crocetin biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	""
RXN-15979	zeaxanthin 7,8-dioxygenase	1.13.11.84	|PWY-5397|	crocetin biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	""
RXN-15980	beta-citraurin 7,8-dioxygenase	1.13.11.84	|PWY-5397|	crocetin biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	""
RXN-8476	beta-D-gentiobiosyl beta-D-glucosyl crocetin 6'-glucosyltransferase	2.4.1.330	|PWY-5398|	crocetin esters biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	""
RXN-8475	gentiobiosyl crocetin glucosyltransferase	2.4.1.271	|PWY-5398|	crocetin esters biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	rxn16601 rxn16602 rxn16603 rxn22722 rxn24945 rxn24948 rxn24951 rxn37151
RXN-8474	bis(beta-D-glucosyl) crocetin 6'-glucosyltransferase	2.4.1.330	|PWY-5398|	crocetin esters biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	""
RXN-8473	beta-D-glucosyl crocetin glucosyltransferase	2.4.1.271	|PWY-5398|	crocetin esters biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	rxn16601 rxn16602 rxn16603 rxn22722 rxn24945 rxn24948 rxn24951 rxn37151
RXN-8472	beta-D-glucosyl crocetin 6'- glucosyltransferase	2.4.1.330	|PWY-5398|	crocetin esters biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	""
RXN-8471	crocetin glucosyltransferase	2.4.1.271	|PWY-5398|	crocetin esters biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis,APOCAROTENOID-SYN	rxn16601 rxn16602 rxn16603 rxn22722 rxn24945 rxn24948 rxn24951 rxn37151
RXN-8483	RXN-8483	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8478	RXN-8478	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8479	betanidin 5-O-glucosyltransferase	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8480	betanidin 6-O-glucosyltransferase	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8481	UDPG:cyclo-DOPA 5-O-glucosyltransferase	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8482	RXN-8482	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-5861	L-tyrosine monooxygenase	1.14.18.1/1.14.17.2	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	rxn00043 rxn00524 rxn01497 rxn01699 rxn01716 rxn02116 rxn03209 rxn03337 rxn11615 rxn11971
RXN-13061	L-DOPA oxidase	""	|PWY-5399|	betacyanin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8484	UDP-glucuronic acid: cyclo-DOPA 5-glucoside glucuronosyltransferase	""	|PWY-5400|	amaranthin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8485	RXN-8485	""	|PWY-5400|	amaranthin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8492	1-O-hydroxycinnamoyl-beta-glucose:amaranthin O-hydroxycinnamoyl transferase	""	|PWY-5400|	amaranthin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8493	1-O-hydroxycinnamoyl-beta-glucose: amaranthin O-hydroxycinnamoyl transferase	""	|PWY-5400|	amaranthin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN66-221	RXN66-221	4.1.1.28/4.1.1.26/4.1.1.27	|PWY-5403|	betaxanthin biosynthesis (via dopamine)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	rxn00484 rxn00497 rxn00529 rxn00866 rxn01499 rxn01948 rxn03360 rxn26729
RXN-8486	RXN-8486	""	|PWY-5403|	betaxanthin biosynthesis (via dopamine)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8487	RXN-8487	""	|PWY-5404|	betaxanthin biosynthesis (via dopaxanthin)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8488	portulacaxanthin II,L-ascorbate:oxygen oxidoreductase	""	|PWY-5404|	betaxanthin biosynthesis (via dopaxanthin)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8491	RXN-8491	""	|PWY-5404|	betaxanthin biosynthesis (via dopaxanthin)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8489	dopaxanthin oxidase	""	|PWY-5404|	betaxanthin biosynthesis (via dopaxanthin)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8490	RXN-8490	""	|PWY-5404|	betaxanthin biosynthesis (via dopaxanthin)	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,N-CONTAINING-SECONDARY-CMPD-SYN,ALKALOIDS-SYN,BETALAIN-ALKALOIDS	""
RXN-8495	linoleate 9S-oxygenase	1.13.11.58	|PWY-5406|	divinyl ether biosynthesis I	Metabolic-Clusters,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN,Divinyl-Ether-Biosynthesis	rxn04863
RXN-8496	colneleate synthase	4.2.1.121	|PWY-5406|	divinyl ether biosynthesis I	Metabolic-Clusters,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN,Divinyl-Ether-Biosynthesis	rxn07657 rxn16545
RXN-8497	alpha-linolenate 9S-oxygenase	1.13.11.58	|PWY-5406|	divinyl ether biosynthesis I	Metabolic-Clusters,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN,Divinyl-Ether-Biosynthesis	rxn04863
RXN-8498	colnelenate synthase	4.2.1.121	|PWY-5406|	divinyl ether biosynthesis I	Metabolic-Clusters,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN,Divinyl-Ether-Biosynthesis	rxn07657 rxn16545
RXN-8495	linoleate 9S-oxygenase	1.13.11.58	|PWY-5407|	9-lipoxygenase and 9-allene oxide synthase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn04863
RXN-8497	alpha-linolenate 9S-oxygenase	1.13.11.58	|PWY-5407|	9-lipoxygenase and 9-allene oxide synthase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn04863
RXN-8499	9,10-EOD synthase	4.2.1.92	|PWY-5407|	9-lipoxygenase and 9-allene oxide synthase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn03115 rxn07653 rxn07655 rxn19913
RXN-8500	9,10-EOT synthase	4.2.1.92	|PWY-5407|	9-lipoxygenase and 9-allene oxide synthase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn03115 rxn07653 rxn07655 rxn19913
RXN-8501	RXN-8501	3.3.2	|PWY-5407|	9-lipoxygenase and 9-allene oxide synthase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-8495	linoleate:O2 9S-oxidoreductase	1.13.11.58	|PWY-5408|	9-lipoxygenase and 9-hydroperoxide lyase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn04863
RXN-8497	alpha-linolenate:O2 9S-oxidoreductase	1.13.11.58	|PWY-5408|	9-lipoxygenase and 9-hydroperoxide lyase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn04863
RXN-8502	9-HPODE lyase	""	|PWY-5408|	9-lipoxygenase and 9-hydroperoxide lyase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-8503	9-HPOTE lyase	""	|PWY-5408|	9-lipoxygenase and 9-hydroperoxide lyase pathway	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-8504	etheroleate synthase	""	|PWY-5409|	divinyl ether biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN,Divinyl-Ether-Biosynthesis	""
LIPOXYGENASE-RXN	linoleate 13S-lipoxygenase	1.13.11.12	|PWY-5409|	divinyl ether biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN,Divinyl-Ether-Biosynthesis	rxn02590 rxn07654 rxn07659
LIPOXYGENASE-RXN	LIPOXYGENASE-RXN	1.13.11.12	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn02590 rxn07654 rxn07659
HYDROHEX-RXN	13(S)-hydroperoxyoctadeca-9,11-dienoate lyase	/	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-1321	lipoxygenase	1.13.11.12	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn02590 rxn07654 rxn07659
RXN-1345	13(S)-hydroperoxylinolenate lyase	/	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-1347	RXN-1347	""	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-1349	RXN-1349	""	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-11852	(Z)-3-hexen-1-ol acetyltransferase	2.3.1.195	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn16473
RXN-1346	RXN-1346	""	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	""
RXN-12299	trans-2-hexenal reductase	1.1.1.2	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,FATTY-ACID-DERIVATIVE-SYN	rxn00536 rxn00765 rxn01939 rxn03546 rxn05873 rxn07238 rxn19096 rxn28151
RXN-4861	(+)-copalyl diphosphate synthase	5.5.1.12	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15607
4.2.3.18-RXN	abietadiene synthase	4.2.3.18	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04174 rxn04175
RXN-8507	abieta-7,13-diene hydroxylase	1.14.14.144/1.14.13.108	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04224
RXN-8508	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8509	abietadiene-diol hydrolase	1.14.14.145	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8510	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-10624	abieta-7,13-dien-18-al dehydrogenase	1.2.1.74	|PWY-5411|	abietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04230
RXN-4861	(+)-copalyl diphosphate synthase	5.5.1.12	|PWY-5412|	levopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15607
RXN-8511	levopimaradiene synthase	4.2.3.32	|PWY-5412|	levopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04176 rxn04177 rxn04178 rxn18957
RXN-8515	RXN-8515	""	|PWY-5412|	levopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8517	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5412|	levopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8516	RXN-8516	1.14.14.145	|PWY-5412|	levopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8518	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5412|	levopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-4861	(+)-copalyl diphosphate synthase	5.5.1.12	|PWY-5413|	neoabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15607
RXN-8512	neoabietadiene synthase	4.2.3.132	|PWY-5413|	neoabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8520	RXN-8520	""	|PWY-5413|	neoabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8519	RXN-8519	""	|PWY-5413|	neoabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8521	RXN-8521	""	|PWY-5413|	neoabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8522	RXN-8522	""	|PWY-5413|	neoabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-4861	(+)-copalyl diphosphate synthase	5.5.1.12	|PWY-5414|	palustric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15607
RXN-8513	palustradiene synthase	""	|PWY-5414|	palustric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8526	RXN-8526	""	|PWY-5414|	palustric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8525	RXN-8525	""	|PWY-5414|	palustric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8524	RXN-8524	""	|PWY-5414|	palustric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8523	RXN-8523	""	|PWY-5414|	palustric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
PHENOL-2-MONOOXYGENASE-RXN	phenol,NADPH:oxygen oxidoreductase (2-hydroxylating)	1.14.13.7	|PWY-5418|	phenol degradation I (aerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Phenolic-Compounds-Degradation,Phenol-Degradation	rxn00586 rxn02540 rxn02545 rxn02547 rxn02577 rxn03563 rxn11985
CATECHOL-23-DIOXYGENASE-RXN	catechol 2,3-dioxygenase	1.13.11.2	|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500
4.1.1.77-RXN	2-oxo-3-hexenedioate decarboxylase	4.1.1.77	|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	rxn01894 rxn03675 rxn18926
RXN-8529	2-hydroxymuconate tautomerase	5.3.2.6	|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	""
RXN-8527	2-hydroxymuconate semialdehyde dehydrogenase	1.2.1.85	|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	""
RXN-4861	(+)-copalyl diphosphate synthase	5.5.1.12	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15607
RXN-8534	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8533	RXN-8533	1.14.14.145	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8532	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
4.2.3.18-RXN	abietadiene synthase	4.2.3.18	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04174 rxn04175
RXN-8531	RXN-8531	""	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8530	RXN-8530	""	|PWY-5421|	dehydroabietic acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-4861	(+)-copalyl diphosphate synthase	5.5.1.12	|PWY-5422|	isopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15607
RXN-8514	isopimara-7,15-diene synthase	4.2.3.44	|PWY-5422|	isopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn15976
RXN-8535	RXN-8535	""	|PWY-5422|	isopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8536	abietadienol hydroxylase	""	|PWY-5422|	isopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	""
RXN-8537	RXN-8537	1.14.14.145	|PWY-5422|	isopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
RXN-8538	abietadienol hydroxylase	1.14.14.145/1.14.13.109	|PWY-5422|	isopimaric acid biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN,Resin-Acids-Biosynthesis	rxn04227
4.2.3.16-RXN	(-)-(4S)-limonene synthase	4.2.3.16	|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,MONOTERPENOID-SYN	rxn01473 rxn04136 rxn39093
RXN-5107	(-)-beta-pinene synthase	4.2.3.120	|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,MONOTERPENOID-SYN	rxn04019
RXN-5106	(-)-alpha-pinene synthase	4.2.3.119	|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,MONOTERPENOID-SYN	rxn04018
RXN-5110	myrcene synthase	4.2.3.15	|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,MONOTERPENOID-SYN	rxn01471
RXN-5143	(-)-beta-phellandrene synthase	4.2.3.52	|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,MONOTERPENOID-SYN	rxn24055
