MS ID	Old MS ID	External ID	Source
rxn03283|rxn03284|rxn13953|rxn14072|rxn14149|rxn14236|rxn14371|rxn15777|rxn15778|rxn25880|rxn32735	rxn03283|rxn03284|rxn13953|rxn14072|rxn14149|rxn14236|rxn14371	1.14.13.15	Enzyme Class
rxn16774		1.14.13.150	Enzyme Class
rxn06667|rxn16760|rxn16761|rxn16762|rxn16763|rxn16764|rxn16765|rxn23279		1.14.13.151	Enzyme Class
rxn14390|rxn24680		1.14.13.152	Enzyme Class
rxn16775		1.14.13.153	Enzyme Class
rxn03810|rxn03811		1.14.13.154	Enzyme Class
rxn01856	rxn01856	1.14.13.16	Enzyme Class
rxn01067|rxn03499|rxn14327	rxn01067|rxn14327	1.14.13.17	Enzyme Class
rxn01820|rxn01822|rxn17078	rxn01820|rxn01822	1.14.13.18	Enzyme Class
rxn02599|rxn02600|rxn27276	rxn02599|rxn02600	1.14.13.19	Enzyme Class
rxn00962	rxn00962	1.14.13.2	Enzyme Class
rxn02807|rxn03741|rxn25897|rxn25919	rxn02807|rxn03741	1.14.13.20	Enzyme Class
rxn01765|rxn02239|rxn04392|rxn04393|rxn06426|rxn07792|rxn07822|rxn19707|rxn24348|rxn27857|rxn27859|rxn28307|rxn28346|rxn31368|rxn31370	rxn01765|rxn02239|rxn04392|rxn04393|rxn06426|rxn07792|rxn07822	1.14.13.21	Enzyme Class
rxn01598|rxn04472	rxn01598|rxn04472	1.14.13.22	Enzyme Class
rxn01189	rxn01189	1.14.13.23	Enzyme Class
rxn01884	rxn01884	1.14.13.24	Enzyme Class
rxn00843|rxn00844|rxn06255|rxn20189	rxn00843|rxn00844|rxn06255	1.14.13.25	Enzyme Class
rxn02487|rxn20575	rxn02487	1.14.13.26	Enzyme Class
rxn01863|rxn01864|rxn18920	rxn01863|rxn01864	1.14.13.27	Enzyme Class
rxn02470|rxn23952	rxn02470	1.14.13.28	Enzyme Class
rxn02165	rxn02165	1.14.13.29	Enzyme Class
	rxn01945|rxn02363	1.14.13.3	Enzyme Class
rxn02726|rxn21302|rxn21303	rxn02726	1.14.13.30	Enzyme Class
rxn00597|rxn14269	rxn00597|rxn14269	1.14.13.31	Enzyme Class
rxn02635	rxn02635	1.14.13.32	Enzyme Class
rxn00960|rxn00962|rxn17079	rxn00960|rxn00962	1.14.13.33	Enzyme Class
rxn02967	rxn02967	1.14.13.34	Enzyme Class
rxn00110|rxn00111|rxn00722	rxn00110|rxn00111|rxn00722	1.14.13.35	Enzyme Class
rxn03016|rxn04436|rxn07118|rxn17080|rxn23801|rxn23802|rxn33553|rxn33554|rxn33793	rxn03016|rxn04436|rxn07118	1.14.13.36	Enzyme Class
rxn02715|rxn03215|rxn24667	rxn02715|rxn03215	1.14.13.37	Enzyme Class
rxn02851|rxn16055	rxn02851	1.14.13.38	Enzyme Class
rxn00082|rxn00399|rxn00400|rxn05859|rxn14058|rxn14091	rxn00082|rxn00399|rxn00400|rxn05859|rxn14058|rxn14091	1.14.13.39	Enzyme Class
rxn02416	rxn02416	1.14.13.4	Enzyme Class
rxn02808|rxn02809|rxn19169	rxn02808|rxn02809	1.14.13.40	Enzyme Class
rxn00523|rxn03082|rxn04971|rxn11673|rxn13966|rxn28364|rxn28365|rxn29938|rxn32509|rxn32743|rxn33232	rxn00523|rxn03082|rxn04971|rxn05950|rxn11673|rxn13966	1.14.13.41	Enzyme Class
	rxn01954	1.14.13.42	Enzyme Class
rxn01744	rxn01744	1.14.13.43	Enzyme Class
rxn02786|rxn23423	rxn02786	1.14.13.44	Enzyme Class
rxn01567	rxn01567	1.14.13.46	Enzyme Class
rxn01787	rxn01787	1.14.13.47	Enzyme Class
rxn01786|rxn25591|rxn27448	rxn01786	1.14.13.48	Enzyme Class
rxn01788	rxn01788	1.14.13.49	Enzyme Class
rxn02854|rxn32671|rxn32672	rxn02854	1.14.13.5	Enzyme Class
rxn02799|rxn04972|rxn06545|rxn07593	rxn02799|rxn04972|rxn06545|rxn07593	1.14.13.50	Enzyme Class
rxn02148	rxn02148	1.14.13.51	Enzyme Class
rxn02156|rxn07590|rxn23873|rxn23874|rxn23875|rxn23876	rxn02156|rxn07590	1.14.13.52	Enzyme Class
rxn04415|rxn07560|rxn19944|rxn19945|rxn23877|rxn23878	rxn04415|rxn04416	1.14.13.53	Enzyme Class
rxn01585|rxn07202|rxn07203|rxn11739|rxn11740|rxn17085	rxn01585|rxn07202|rxn07203|rxn11739|rxn11740	1.14.13.54	Enzyme Class
rxn03214|rxn17086	rxn03214	1.14.13.55	Enzyme Class
rxn03217|rxn17087	rxn03217	1.14.13.56	Enzyme Class
rxn03222|rxn17088	rxn03222	1.14.13.57	Enzyme Class
rxn01771	rxn01771	1.14.13.58	Enzyme Class
rxn00311|rxn17089	rxn00311	1.14.13.59	Enzyme Class
rxn02031	rxn02031	1.14.13.6	Enzyme Class
rxn03499	rxn03499	1.14.13.60	Enzyme Class
rxn03498	rxn03498	1.14.13.61	Enzyme Class
rxn03494	rxn03494	1.14.13.62	Enzyme Class
rxn01821|rxn01823|rxn17090	rxn01821|rxn01823	1.14.13.63	Enzyme Class
rxn00961|rxn00963|rxn01190|rxn01191|rxn17091	rxn00961|rxn00963	1.14.13.64	Enzyme Class
rxn02349	rxn02349	1.14.13.66	Enzyme Class
rxn03992	rxn03992	1.14.13.67	Enzyme Class
rxn03993|rxn17092|rxn33496	rxn03993	1.14.13.68	Enzyme Class
rxn03744|rxn03994|rxn03995|rxn04973|rxn25950	rxn03744|rxn03994|rxn03995|rxn04973	1.14.13.69	Enzyme Class
rxn00586|rxn02540|rxn02545|rxn02547|rxn02577|rxn03563|rxn11985	rxn00586|rxn02540|rxn02541|rxn02545|rxn02547|rxn02577|rxn03563|rxn11985	1.14.13.7	Enzyme Class
rxn02619|rxn03912|rxn03996|rxn17093|rxn22210|rxn26736|rxn26737|rxn26782|rxn26783|rxn26784|rxn26785|rxn26786|rxn26787|rxn26892|rxn26893|rxn26894|rxn26895|rxn26896|rxn26897|rxn32090|rxn37747	rxn02619|rxn03912|rxn03996	1.14.13.70	Enzyme Class
rxn30557		1.14.13.70-	Enzyme Class
rxn03997	rxn03997	1.14.13.71	Enzyme Class
rxn03006|rxn03104|rxn03190|rxn03998|rxn03999|rxn04001|rxn04002|rxn04003|rxn06655|rxn07313|rxn07316|rxn07321|rxn07340|rxn11661|rxn11683|rxn23451|rxn26797|rxn26800|rxn26803|rxn26806|rxn26809|rxn26812|rxn26827|rxn26830|rxn26833|rxn26850|rxn26853|rxn26856|rxn26859|rxn26862|rxn26865|rxn26868|rxn26871|rxn26874|rxn26899|rxn26900|rxn26902|rxn26905|rxn26908|rxn26909|rxn26911|rxn26914|rxn26917|rxn26918|rxn26920|rxn26923|rxn26932|rxn26933|rxn26935|rxn26938|rxn26941|rxn26942|rxn26944|rxn26947|rxn26950|rxn26951|rxn26953|rxn26956|rxn37184|rxn37185|rxn37461|rxn37462|rxn37463|rxn37464|rxn37465|rxn37466|rxn37467|rxn37468|rxn37469|rxn37470|rxn37471|rxn37472|rxn37473|rxn37474|rxn37475|rxn37476|rxn37477|rxn37478|rxn37481|rxn37482|rxn37483|rxn37484|rxn37485|rxn37486|rxn37487|rxn37488|rxn37489|rxn37490|rxn37491|rxn37492|rxn37493|rxn37494|rxn37495|rxn37496|rxn37497|rxn37498|rxn37505|rxn37506|rxn37507|rxn37508|rxn37509|rxn37510|rxn37511|rxn37512|rxn37513|rxn37514|rxn37515|rxn37516|rxn37517|rxn37518|rxn37519|rxn37522|rxn37523|rxn37524|rxn37525|rxn37526|rxn37527|rxn37528|rxn37529|rxn37530|rxn37531|rxn37532|rxn37533|rxn37534|rxn37535|rxn37536|rxn37748|rxn37749|rxn37750|rxn37751|rxn37752|rxn37753|rxn37754|rxn37755|rxn37756|rxn37757|rxn37758|rxn37880|rxn37881|rxn37882|rxn38400|rxn38401|rxn38402|rxn38403	rxn03006|rxn03104|rxn03190|rxn03998|rxn03999|rxn04001|rxn04002|rxn04003|rxn06655|rxn07340|rxn11661|rxn11683	1.14.13.72	Enzyme Class
rxn04086|rxn17095	rxn04086	1.14.13.73	Enzyme Class
rxn02537|rxn04065|rxn17096	rxn02537|rxn04065	1.14.13.74	Enzyme Class
rxn04107	rxn04107	1.14.13.75	Enzyme Class
rxn04182	rxn04182	1.14.13.76	Enzyme Class
rxn04181	rxn04181	1.14.13.77	Enzyme Class
rxn04165|rxn04166|rxn04167|rxn17097|rxn23455|rxn24060|rxn24318	rxn04165|rxn04166|rxn04167	1.14.13.78	Enzyme Class
rxn30558		1.14.13.78-	Enzyme Class
rxn04168|rxn04169|rxn04170|rxn04171|rxn23454	rxn04168|rxn04169|rxn04170|rxn04171	1.14.13.79	Enzyme Class
rxn30559		1.14.13.79-	Enzyme Class
rxn02398|rxn03117|rxn03899|rxn06719|rxn11794|rxn26996|rxn37883|rxn37884|rxn37885|rxn37886|rxn38683|rxn38684|rxn38685|rxn38686	rxn02398|rxn03117|rxn06719|rxn11794	1.14.13.8	Enzyme Class
rxn30560		1.14.13.8-	Enzyme Class
rxn04135	rxn04135	1.14.13.80	Enzyme Class
rxn04152|rxn04153|rxn04154|rxn23456|rxn34014	rxn04152|rxn04153|rxn04154	1.14.13.81	Enzyme Class
rxn03586	rxn03586	1.14.13.82	Enzyme Class
rxn03532	rxn03532	1.14.13.83	Enzyme Class
rxn04701|rxn17098|rxn17099|rxn35621	rxn04701	1.14.13.84	Enzyme Class
rxn04974|rxn04975|rxn04976|rxn07250|rxn15673|rxn23955|rxn23956	rxn04974|rxn04975|rxn04976|rxn07250	1.14.13.85	Enzyme Class
rxn04607|rxn07528|rxn07529|rxn07591|rxn07592|rxn24422	rxn04607|rxn07528|rxn07529|rxn07591|rxn07592	1.14.13.86	Enzyme Class
rxn04977|rxn17101|rxn27465|rxn35622|rxn37583|rxn37584	rxn04977	1.14.13.87	Enzyme Class
rxn01765|rxn01766|rxn02239|rxn02240|rxn02601|rxn03353|rxn04412|rxn04414|rxn05097|rxn05098|rxn06166|rxn06317|rxn07115|rxn07116|rxn15676|rxn23457|rxn37759	rxn01765|rxn01766|rxn02239|rxn02240|rxn02601|rxn03353|rxn04412|rxn04414|rxn05097|rxn05098|rxn06166|rxn06317|rxn07115|rxn07116	1.14.13.88	Enzyme Class
rxn04415|rxn04416|rxn04458|rxn04459|rxn05099|rxn07560|rxn22014|rxn22186|rxn28200|rxn28295|rxn28333|rxn33483	rxn04415|rxn04416|rxn04458|rxn04459|rxn05099|rxn07560	1.14.13.89	Enzyme Class
rxn01438|rxn19994|rxn19995	rxn01438	1.14.13.9	Enzyme Class
rxn04755|rxn04756|rxn04978|rxn04979|rxn23458|rxn37186|rxn37187|rxn38443|rxn38444|rxn38445|rxn38446|rxn38447|rxn38448	rxn04755|rxn04756|rxn04978|rxn04979	1.14.13.90	Enzyme Class
rxn04061|rxn17103|rxn17105|rxn35623|rxn35624|rxn35625	rxn04061	1.14.13.91	Enzyme Class
rxn04980|rxn17108|rxn35626	rxn04980	1.14.13.92	Enzyme Class
rxn04981|rxn27468|rxn37887	rxn04981	1.14.13.93	Enzyme Class
rxn30561		1.14.13.93-	Enzyme Class
rxn04982|rxn17110|rxn35627	rxn04982	1.14.13.94	Enzyme Class
rxn03297	rxn03297|rxn14052	1.14.13.95	Enzyme Class
rxn04983|rxn17112|rxn35628	rxn04983	1.14.13.96	Enzyme Class
rxn04984|rxn04985	rxn04984|rxn04985	1.14.13.97	Enzyme Class
rxn04986	rxn04986	1.14.13.98	Enzyme Class
rxn04987|rxn17114	rxn04987	1.14.13.99	Enzyme Class
rxn03756|rxn14110|rxn14166|rxn15862|rxn16162|rxn16163|rxn20878|rxn20879|rxn23476|rxn26516	rxn14110|rxn14166|rxn14390	1.14.14.-	Enzyme Class
rxn01340|rxn01691|rxn01694|rxn01695|rxn01696|rxn01811|rxn02214|rxn02215|rxn02216|rxn02448|rxn03572|rxn04807|rxn04808|rxn04828|rxn04829|rxn04848|rxn04849|rxn04850|rxn04851|rxn04852|rxn04854|rxn04856|rxn04857|rxn04858|rxn04860|rxn04861|rxn04862|rxn04869|rxn04871|rxn04878|rxn04882|rxn04883|rxn04884|rxn04888|rxn04890|rxn04891|rxn04892|rxn04893|rxn04901|rxn04902|rxn04910|rxn04915|rxn06176|rxn06311|rxn06427|rxn06596|rxn06597|rxn07729|rxn07733|rxn07735|rxn11753|rxn11784|rxn11792|rxn11795|rxn11796|rxn11797|rxn11798|rxn11799|rxn11800|rxn11802|rxn11803|rxn11804|rxn11805|rxn11813|rxn11814|rxn11815|rxn11821|rxn11822|rxn11831|rxn11832|rxn11840|rxn11841|rxn11846|rxn11851|rxn11852|rxn11853|rxn11854|rxn11866|rxn11867|rxn11868|rxn11869|rxn11870|rxn11871|rxn11872|rxn11900|rxn11901|rxn11902|rxn11954|rxn11956|rxn11958|rxn11975|rxn11992|rxn12000|rxn12001|rxn12024|rxn12029|rxn12031|rxn12032|rxn13961|rxn14289|rxn15653|rxn16241|rxn16242|rxn16243|rxn16244|rxn16245|rxn16253|rxn16255|rxn16258|rxn16278|rxn16279|rxn21357|rxn21358|rxn23353|rxn25044|rxn25045|rxn25202|rxn26794|rxn26795|rxn26815|rxn26816|rxn26818|rxn26819|rxn26825|rxn26826|rxn26836|rxn26840|rxn26841|rxn26974|rxn26975|rxn26976|rxn26977|rxn26978|rxn26979|rxn26993|rxn26994|rxn27421|rxn27422|rxn28409|rxn28867|rxn32335|rxn32396|rxn32397|rxn32401|rxn32415	rxn01340|rxn01811|rxn03572|rxn04807|rxn04808|rxn04823|rxn04827|rxn04828|rxn04829|rxn04848|rxn04849|rxn04850|rxn04851|rxn04852|rxn04854|rxn04856|rxn04857|rxn04858|rxn04860|rxn04861|rxn04862|rxn04869|rxn04871|rxn04878|rxn04882|rxn04883|rxn04884|rxn04888|rxn04890|rxn04891|rxn04892|rxn04893|rxn04901|rxn04902|rxn04910|rxn04915|rxn06427|rxn06596|rxn06597|rxn07729|rxn07733|rxn07735|rxn09617|rxn11753|rxn11784|rxn11792|rxn11795|rxn11796|rxn11797|rxn11798|rxn11799|rxn11800|rxn11802|rxn11803|rxn11804|rxn11805|rxn11813|rxn11814|rxn11815|rxn11821|rxn11822|rxn11831|rxn11832|rxn11840|rxn11841|rxn11846|rxn11851|rxn11852|rxn11853|rxn11854|rxn11866|rxn11867|rxn11868|rxn11869|rxn11870|rxn11871|rxn11872|rxn11900|rxn11901|rxn11902|rxn11954|rxn11956|rxn11958|rxn11975|rxn11992|rxn12000|rxn12001|rxn12024|rxn12029|rxn12031|rxn12032|rxn13961|rxn14289	1.14.14.1	Enzyme Class
rxn16639		1.14.14.10	Enzyme Class
rxn23163		1.14.14.11	Enzyme Class
rxn16660		1.14.14.12	Enzyme Class
rxn06408|rxn19132	rxn06408	1.14.14.3	Enzyme Class
rxn05737|rxn07204|rxn08467|rxn26030	rxn07204	1.14.14.5	Enzyme Class
rxn16414		1.14.14.7	Enzyme Class
rxn16359		1.14.14.8	Enzyme Class
rxn01945|rxn02363|rxn24966		1.14.14.9	Enzyme Class
rxn01852|rxn03600|rxn03742|rxn03743|rxn03850|rxn03851|rxn03853|rxn03854|rxn04754|rxn06413|rxn06922|rxn06923|rxn06924|rxn11959|rxn15411|rxn21022|rxn21023|rxn22020|rxn22021|rxn23584	rxn01852|rxn03850|rxn03851|rxn03853|rxn03854|rxn04754|rxn06413|rxn06424|rxn06922|rxn06923|rxn06924|rxn11959	1.14.15.-	Enzyme Class
rxn06496|rxn20737|rxn23341	rxn06496	1.14.15.1	Enzyme Class
rxn06589|rxn19250	rxn06589	1.14.15.2	Enzyme Class
rxn04847|rxn05985|rxn05986|rxn06148|rxn06268|rxn14197|rxn14317|rxn19133|rxn19134	rxn04847|rxn05985|rxn05986|rxn06148|rxn06268|rxn14197|rxn14317	1.14.15.3	Enzyme Class
rxn02387|rxn03318|rxn06133|rxn06229|rxn06230|rxn06262|rxn06351|rxn06507|rxn11980|rxn11982|rxn12002|rxn14247|rxn26986|rxn26988|rxn27214	rxn02387|rxn03318|rxn06133|rxn06229|rxn06230|rxn06262|rxn06351|rxn06507|rxn11980|rxn11982|rxn12002|rxn14247	1.14.15.4	Enzyme Class
rxn06351|rxn11980|rxn19326|rxn26989|rxn26990	rxn06351|rxn11980	1.14.15.5	Enzyme Class
rxn01061|rxn01965|rxn03197|rxn03321|rxn03322|rxn06228|rxn06536|rxn11557|rxn11562|rxn11563|rxn11583|rxn11614|rxn11627|rxn11628|rxn17115|rxn26970	rxn01061|rxn01965|rxn03197|rxn03321|rxn03322|rxn06228|rxn06536|rxn11557|rxn11562|rxn11563|rxn11583|rxn11614|rxn11627|rxn11628	1.14.15.6	Enzyme Class
rxn06954|rxn07270|rxn26519|rxn26520|rxn31787|rxn32749	rxn06954|rxn07270	1.14.15.7	Enzyme Class
rxn16430|rxn21568		1.14.15.8	Enzyme Class
rxn01681|rxn11560	rxn01681|rxn11560	1.14.16.-	Enzyme Class
rxn01315|rxn04989|rxn20538	rxn01315|rxn04989	1.14.16.1	Enzyme Class
rxn01326|rxn04990|rxn27400	rxn01326|rxn04990	1.14.16.2	Enzyme Class
rxn01327|rxn17116	rxn01327	1.14.16.3	Enzyme Class
rxn01325|rxn04991|rxn27395	rxn01325|rxn04991	1.14.16.4	Enzyme Class
rxn06568|rxn19852|rxn19853	rxn06568	1.14.16.5	Enzyme Class
rxn02690|rxn20167	rxn02690	1.14.16.6	Enzyme Class
rxn01839	rxn01839	1.14.17.1	Enzyme Class
rxn06524|rxn20516	rxn06524	1.14.17.3	Enzyme Class
rxn04992|rxn19682|rxn38096	rxn04992	1.14.17.4	Enzyme Class
rxn07120|rxn07345|rxn14143|rxn14330|rxn24959	rxn07120|rxn07345|rxn14143|rxn14330	1.14.18.-	Enzyme Class
rxn00043|rxn00524|rxn01497|rxn01699|rxn01716|rxn02116|rxn03209|rxn03337|rxn11615|rxn11971	rxn00524|rxn01497|rxn01699|rxn01716|rxn02116|rxn02611|rxn03209|rxn03337|rxn11615|rxn11971	1.14.18.1	Enzyme Class
rxn05930|rxn06047|rxn15252|rxn15253|rxn17082|rxn17117|rxn20229|rxn35619|rxn35620	rxn05930|rxn06047	1.14.18.2	Enzyme Class
rxn16360|rxn22537|rxn22583|rxn37113|rxn37114|rxn37115|rxn37116|rxn37117|rxn37118|rxn37119|rxn37120|rxn37121|rxn37122|rxn37123|rxn37124|rxn37125|rxn37126		1.14.18.3	Enzyme Class
rxn07651|rxn22047|rxn23171|rxn24831|rxn24832|rxn24833|rxn24834|rxn24837|rxn24838|rxn24842|rxn24843|rxn25755|rxn25756|rxn25757	rxn07651	1.14.19.-	Enzyme Class
rxn06134|rxn14024|rxn17118|rxn17119|rxn27469	rxn06134|rxn09457|rxn09458|rxn09459|rxn09460|rxn14024	1.14.19.1	Enzyme Class
rxn06369|rxn11698|rxn12017|rxn17120|rxn24508|rxn24509|rxn27470	rxn06369|rxn11698|rxn12017	1.14.19.2	Enzyme Class
rxn06492|rxn07179|rxn07723|rxn17121|rxn27471	rxn06492|rxn07179|rxn07723	1.14.19.3	Enzyme Class
rxn17122		1.14.19.4	Enzyme Class
rxn17123		1.14.19.5	Enzyme Class
rxn25694|rxn25695|rxn25758|rxn25759|rxn25760		1.14.19.6	Enzyme Class
rxn15827		1.14.19.7	Enzyme Class
rxn03613	rxn03613	1.14.20.1	Enzyme Class
rxn14081|rxn24194		1.14.20.2	Enzyme Class
rxn14005|rxn25497|rxn25723|rxn25724	rxn14005	1.14.21.-	Enzyme Class
rxn03206|rxn16895	rxn03206	1.14.21.1	Enzyme Class
rxn02712|rxn17124	rxn02712	1.14.21.2	Enzyme Class
rxn03210|rxn03525|rxn03530|rxn16896|rxn25082	rxn03210|rxn03525|rxn03530	1.14.21.3	Enzyme Class
rxn03212|rxn16897	rxn03212	1.14.21.4	Enzyme Class
rxn03051|rxn16898	rxn03051	1.14.21.5	Enzyme Class
rxn02371|rxn04993|rxn07317|rxn07322|rxn07336|rxn15679|rxn17125|rxn17126|rxn26882|rxn26885|rxn27971|rxn28881|rxn35629|rxn35630|rxn37501|rxn37502|rxn37503|rxn37504	rxn02371|rxn04993	1.14.21.6	Enzyme Class
rxn14013|rxn14083	rxn14013|rxn14083	1.14.21.7	Enzyme Class
rxn07559|rxn16444|rxn21929		1.14.21.8	Enzyme Class
rxn25468		1.14.3.-	Enzyme Class
rxn37793		1.14.99	Enzyme Class
rxn00037|rxn03276|rxn03593|rxn03785|rxn05959|rxn06784|rxn06785|rxn07341|rxn07348|rxn07349|rxn07351|rxn07354|rxn07365|rxn07496|rxn07497|rxn07512|rxn07513|rxn12014|rxn14006|rxn15681|rxn21017|rxn21020|rxn21021|rxn21095|rxn22844|rxn22845|rxn22846|rxn22847|rxn22848|rxn22849|rxn22850|rxn22851|rxn22852|rxn22853|rxn22854|rxn22855|rxn22856|rxn23722|rxn23723|rxn23724|rxn23725|rxn23726|rxn23727|rxn23728|rxn23729|rxn24123|rxn24496|rxn24497|rxn24498|rxn24499|rxn24500|rxn24501|rxn24502|rxn24503|rxn24504|rxn24505|rxn24573|rxn24575|rxn24577|rxn24669|rxn24670|rxn24671|rxn24672|rxn24673|rxn24674|rxn24697|rxn24698|rxn24699|rxn24700|rxn24761|rxn24762|rxn24763|rxn24764|rxn24765|rxn24766|rxn24767|rxn24768|rxn24769|rxn24770|rxn24771|rxn24772|rxn24773|rxn24774|rxn24775|rxn24776|rxn24777|rxn24778|rxn24779|rxn24780|rxn24781|rxn24782|rxn24783|rxn24784|rxn24785|rxn24786|rxn24787|rxn24788|rxn24789|rxn24790|rxn24791|rxn24792|rxn24793|rxn24794|rxn24795|rxn24796|rxn24797|rxn24798|rxn24799|rxn24800|rxn24801|rxn24802|rxn24803|rxn24804|rxn24805|rxn24806|rxn24807|rxn24808|rxn24809|rxn24810|rxn24811|rxn24812|rxn24813|rxn24814|rxn24815|rxn24816|rxn24817|rxn24818|rxn24819|rxn24820|rxn24856|rxn24859|rxn24860|rxn24861|rxn24862|rxn24863|rxn24864|rxn24865|rxn24866|rxn24867|rxn24868|rxn24869|rxn24870|rxn24871|rxn24872|rxn24882|rxn24883|rxn24884|rxn24885|rxn24886|rxn25489|rxn25703|rxn25704|rxn27277|rxn28373|rxn28374|rxn28384|rxn28385|rxn28393|rxn28394|rxn28397|rxn31261|rxn31761|rxn31813|rxn32024|rxn32292|rxn32331|rxn32332|rxn32341|rxn32342|rxn32597|rxn32601|rxn32829|rxn32950|rxn33283|rxn33402|rxn33759|rxn33900|rxn33901|rxn33902|rxn33903|rxn33904|rxn33907|rxn33908|rxn33909|rxn33910	rxn00037|rxn02448|rxn03276|rxn03785|rxn05959|rxn06784|rxn06785|rxn07341|rxn07348|rxn07349|rxn07351|rxn07354|rxn07365|rxn07468|rxn07496|rxn07497|rxn07512|rxn07513|rxn11619|rxn11620|rxn12014|rxn14006	1.14.99.-	Enzyme Class
rxn00053|rxn01163|rxn06021|rxn14018|rxn20620|rxn21018|rxn21019	rxn00053|rxn01163|rxn06021|rxn14018	1.14.99.1	Enzyme Class
rxn03196|rxn06102|rxn06130|rxn06261|rxn06361|rxn06483|rxn06505|rxn26985|rxn26987|rxn27216	rxn03196|rxn06102|rxn06130|rxn06261|rxn06361|rxn06483|rxn06505	1.14.99.10	Enzyme Class
rxn06310|rxn19679	rxn06310	1.14.99.11	Enzyme Class
rxn06052|rxn17129	rxn06052	1.14.99.12	Enzyme Class
rxn06131|rxn20614	rxn06131	1.14.99.14	Enzyme Class
rxn05960|rxn17130	rxn05960	1.14.99.15	Enzyme Class
rxn06730|rxn20594	rxn06730	1.14.99.19	Enzyme Class
rxn02463|rxn02464|rxn06380|rxn19996	rxn02463|rxn02464|rxn06380	1.14.99.2	Enzyme Class
rxn06395|rxn17131	rxn06395	1.14.99.20	Enzyme Class
rxn06521|rxn17132	rxn06521	1.14.99.21	Enzyme Class
rxn06161|rxn19647	rxn06161	1.14.99.22	Enzyme Class
rxn06014|rxn17755	rxn06014	1.14.99.23	Enzyme Class
rxn06676|rxn27217	rxn06676	1.14.99.24	Enzyme Class
rxn06342|rxn17389	rxn06342	1.14.99.26	Enzyme Class
rxn06654|rxn19958	rxn06654	1.14.99.27	Enzyme Class
	rxn06667	1.14.99.28	Enzyme Class
rxn06693|rxn19456	rxn06693	1.14.99.29	Enzyme Class
rxn05808|rxn06455|rxn19885|rxn19886	rxn05808|rxn06455	1.14.99.3	Enzyme Class
rxn06794|rxn07342|rxn27472|rxn27473|rxn28383|rxn28801|rxn28802|rxn31262	rxn04770|rxn06790|rxn06792|rxn06794|rxn07342|rxn11626	1.14.99.30	Enzyme Class
rxn03631|rxn04994|rxn17133	rxn03631|rxn04994	1.14.99.31	Enzyme Class
rxn03632|rxn04995|rxn17134	rxn03632|rxn04995	1.14.99.32	Enzyme Class
rxn06955|rxn17135|rxn17138|rxn35631|rxn35632|rxn35633|rxn35634	rxn06955	1.14.99.33	Enzyme Class
rxn06956|rxn17141	rxn06956	1.14.99.34	Enzyme Class
rxn06957|rxn17142	rxn06957	1.14.99.35	Enzyme Class
rxn00025	rxn00025	1.14.99.36	Enzyme Class
rxn07097|rxn17143	rxn07097	1.14.99.37	Enzyme Class
rxn07205|rxn17144	rxn07205	1.14.99.38	Enzyme Class
rxn14010|rxn16361|rxn19165|rxn19166		1.14.99.39	Enzyme Class
rxn06129|rxn20615	rxn06129	1.14.99.4	Enzyme Class
rxn15951|rxn25134		1.14.99.40	Enzyme Class
rxn16443		1.14.99.41	Enzyme Class
rxn16445|rxn24943		1.14.99.42	Enzyme Class
rxn16446|rxn16447|rxn24599|rxn24601		1.14.99.43	Enzyme Class
rxn07469|rxn16514|rxn16575|rxn16576|rxn22631		1.14.99.44	Enzyme Class
rxn07362|rxn15705|rxn22633|rxn24124|rxn32647		1.14.99.45	Enzyme Class
rxn16776|rxn16777		1.14.99.46	Enzyme Class
rxn38679|rxn38712	rxn02063|rxn06266	1.14.99.7	Enzyme Class
rxn03320|rxn06103|rxn06128|rxn06482|rxn06797|rxn12160|rxn12161|rxn26971|rxn26984|rxn27215	rxn03320|rxn06103|rxn06128|rxn06482|rxn06797|rxn12160|rxn12161	1.14.99.9	Enzyme Class
rxn00206|rxn27269|rxn27270|rxn27271|rxn27272|rxn32404	rxn00206	1.15.1.1	Enzyme Class
rxn06958|rxn17145|rxn33644	rxn06958	1.15.1.2	Enzyme Class
rxn20675|rxn20676		1.16.1.-	Enzyme Class
rxn02021	rxn02021	1.16.1.1	Enzyme Class
rxn06598|rxn19479	rxn06598	1.16.1.2	Enzyme Class
rxn00072|rxn19173	rxn00072	1.16.1.3	Enzyme Class
rxn00074	rxn00074	1.16.1.4	Enzyme Class
rxn00080|rxn19172	rxn00080	1.16.1.5	Enzyme Class
rxn02151|rxn17259	rxn02151	1.16.1.6	Enzyme Class
rxn00068|rxn27853|rxn32326|rxn32328|rxn32703	rxn00068	1.16.1.7	Enzyme Class
rxn06872|rxn13985|rxn17411|rxn27474|rxn27501	rxn06872|rxn13985	1.16.1.8	Enzyme Class
rxn16383|rxn26432|rxn26461		1.16.1.9	Enzyme Class
rxn08272|rxn22017|rxn26035		1.16.3.-	Enzyme Class
rxn00056|rxn25990|rxn31826	rxn00056	1.16.3.1	Enzyme Class
rxn16587|rxn27371		1.16.5.1	Enzyme Class
rxn03533|rxn11650	rxn03533|rxn11650	1.16.8.1	Enzyme Class
rxn22373		1.16.9.1	Enzyme Class
rxn03787|rxn15540	rxn03787	1.17.-.-	Enzyme Class
rxn04292|rxn22296|rxn22871|rxn23261|rxn26414|rxn37161|rxn37170|rxn37171		1.17.1.-	Enzyme Class
