id	name	type	exmet	exmetnames
rxn12524	alpha-Methyl-D-glucoside transport via proton symport	2.Electrochemical potential-driven transporters	cpd15584[e0]	alpha-Methyl-D-glucoside
rxn12525	Methyl ethyl ketone transport via proton symport	2.Electrochemical potential-driven transporters	cpd01834[e0]	MEK
rxn12526	D-Glucosamine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd00276[e0]	GLUM
rxn12527	Lanthionine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd11577[e0]	Lanthionine
rxn12528	Acetylcysteine transport via proton symport	2.Electrochemical potential-driven transporters	cpd04181[e0]	Acetylcysteine
rxn12529	TRANS-RXNAVI-26524.ce.brachyexp.GLYCEROL_GLYCEROL	2.Electrochemical potential-driven transporters	cpd00100[e0]	Glycerol
rxn12530	D-Aspartate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00320[e0]	D-Aspartate
rxn12531	D-Methionine transport via proton symport	2.Electrochemical potential-driven transporters	cpd00637[e0]	D-Methionine
rxn12532	TRANS-RXNAVI-26524.ce.brachyexp.XYLITOL_XYLITOL	2.Electrochemical potential-driven transporters	cpd00306[e0]	Xylitol
rxn12533	Phenethylamine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd03161[e0]	Phenethylamine
rxn12534	L-Djenkolic acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd05190[e0]	Djenkolate
rxn12535	2-Hydroxyethanesulfonate transport via proton symport	2.Electrochemical potential-driven transporters	cpd03048[e0]	Isethionate
rxn12536	sorbate transport via proton symport	2.Electrochemical potential-driven transporters	cpd16648[e0]	sorbate
rxn12537	D-Fructose 6-phosphate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00072[e0]	D-fructose-6-phosphate
rxn12538	Tween 80 transport via proton symport	2.Electrochemical potential-driven transporters	cpd13392[e0]	Tween 80
rxn12539	Glutathione transport via proton symport	2.Electrochemical potential-driven transporters	cpd00042[e0]	GSH
rxn12540	Salicin transport via proton symport	2.Electrochemical potential-driven transporters	cpd01030[e0]	Salicin
rxn12541	Ethionine transport via proton symport	2.Electrochemical potential-driven transporters	cpd08093[e0]	Ethionine
rxn12542	gly-asn-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11581[e0]	gly-asn-L
rxn12543	Sebacic acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd05192[e0]	sebacate
rxn12544	met-L-ala-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11590[e0]	met-L-ala-L
rxn12545	3-Oxalomalate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01363[e0]	3-Oxalomalate
rxn12546	Lactitol dihydrate transport via proton symport	2.Electrochemical potential-driven transporters	cpd09457[e0]	Lactitol dihydrate
rxn12547	2',3'-Cyclic GMP transport via proton symport	2.Electrochemical potential-driven transporters	cpd03702[e0]	2',3'-Cyclic GMP
rxn12548	TRANS-RXNAVI-26524.ce.brachyexp.MALTOTRIOSE_MALTOTRIOSE	2.Electrochemical potential-driven transporters	cpd01262[e0]	Amylotriose
rxn12549	4-Hydroxybenzoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00136[e0]	4-Hydroxybenzoate
rxn12550	2-Oxopentanoic acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd03737[e0]	2-Oxovalerate
rxn12551	TRANS-RXNAVI-26524.ce.brachyexp.CPD-355_CPD-355	2.Electrochemical potential-driven transporters	cpd01307[e0]	D-Lyxitol
rxn12552	Gly-Met transport via proton symport	2.Electrochemical potential-driven transporters	cpd11591[e0]	Gly-Met
rxn12553	Glycerone transport via proton symport	2.Electrochemical potential-driven transporters	cpd00157[e0]	Glycerone
rxn12554	Taurine transport via proton symport	2.Electrochemical potential-driven transporters	cpd00210[e0]	Taurine
rxn12555	Gly-Gln transport via proton symport	2.Electrochemical potential-driven transporters	cpd11580[e0]	Gly-Gln
rxn12556	Decanoic acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd01107[e0]	Decanoate
rxn12557	(S)-2-Methylmalate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01701[e0]	S-Citramalate
rxn12558	Ala-Leu transport via proton symport	2.Electrochemical potential-driven transporters	cpd11583[e0]	Ala-Leu
rxn12559	butanesulfonate transport via proton symport	2.Electrochemical potential-driven transporters	cpd11596[e0]	butanesulfonate
rxn12560	Hypotaurine transport via proton symport	2.Electrochemical potential-driven transporters	cpd00406[e0]	Hypotaurine
rxn12561	3-Hydroxy-2-methylpropanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00876[e0]	3-Hydroxyisobutyrate
rxn12562	Itaconate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00380[e0]	Itaconate
rxn12563	Acetamide transport via proton symport	2.Electrochemical potential-driven transporters	cpd03734[e0]	Acetamide
rxn12564	Biuret transport via proton symport	2.Electrochemical potential-driven transporters	cpd03963[e0]	Biuret
rxn12565	4-Hydroxybutanoic acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd00728[e0]	4-Hydroxybutanoate
rxn12566	5-Aminopentanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00339[e0]	5-Aminopentanoate
rxn12567	3-Sulfino-L-alanine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd00467[e0]	3-Sulfinoalanine
rxn12568	Ala-Gln transport via proton symport	2.Electrochemical potential-driven transporters	cpd11587[e0]	Ala-Gln
rxn12569	Malonate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00308[e0]	Malonate
rxn12570	N-Acetylmethionine transport via proton symport	2.Electrochemical potential-driven transporters	cpd01756[e0]	N-Acetylmethionine
rxn12571	Quinate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00248[e0]	Quinate
rxn12572	2-Methylmaleate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01502[e0]	Citraconate
rxn12573	6-Aminohexanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01588[e0]	Epsilcapramine
rxn12574	D-Arabinose transport via proton symport	2.Electrochemical potential-driven transporters	cpd00185[e0]	D-Arabinose
rxn12575	D-Glucose 6-phosphate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00079[e0]	D-glucose-6-phosphate
rxn12576	gly-pro-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11588[e0]	gly-pro-L
rxn12577	Lipoamide transport via proton symport	2.Electrochemical potential-driven transporters	cpd00213[e0]	Lipoamide
rxn12578	Arbutin transport via proton symport	2.Electrochemical potential-driven transporters	cpd03696[e0]	Ursin
rxn12579	TRANS-RXNAVI-26524.ce.brachyexp.2-DEOXYRIBOSE_2-DEOXYRIBOSE	2.Electrochemical potential-driven transporters	cpd01242[e0]	Thyminose
rxn12580	Phosphotyrosine transport via proton symport	2.Electrochemical potential-driven transporters	cpd03912[e0]	Phosphotyrosine
rxn12581	Mannan transport via proton symport	2.Electrochemical potential-driven transporters	cpd11685[e0]	Mannan
rxn12582	D-Glucose 1-phosphate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00089[e0]	Glucose-1-phosphate
rxn12583	TRANS-RXNAVI-26524.ce.brachyexp.GALACTITOL_GALACTITOL	2.Electrochemical potential-driven transporters	cpd01171[e0]	Dulcose
rxn12584	4-Aminobenzenesulfonate transport via proton symport	2.Electrochemical potential-driven transporters	cpd03776[e0]	Sulfanilic acid
rxn12585	2-hydroxybutyrate cotransport with proton	2.Electrochemical potential-driven transporters	cpd03561[e0]	2-Hydroxybutyrate
rxn12586	1-(4-Hydroxyphenyl)-2-aminoethanol transport via proton antiport	2.Electrochemical potential-driven transporters	cpd02599[e0]	Octopamine
rxn12587	TRANS-RXNAVI-26524.ce.brachyexp.MANNITOL_MANNITOL	2.Electrochemical potential-driven transporters	cpd00314[e0]	D-Mannitol
rxn12588	tricarballylate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd16654[e0]	tricarballylate
rxn12589	Salicylate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00599[e0]	SALC
rxn12590	trans-4-Hydroxy-L-proline transport via proton symport	2.Electrochemical potential-driven transporters	cpd00851[e0]	trans-4-Hydroxy-L-proline
rxn12591	(R,R)-Tartaric acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd00666[e0]	Tartrate
rxn12592	Methanesulfonic acid transport via proton symport	2.Electrochemical potential-driven transporters	cpd08023[e0]	methanesulfonate
rxn12593	Laminarin transport via proton symport	2.Electrochemical potential-driven transporters	cpd11748[e0]	Laminarin
rxn12594	Ala-His transport via proton symport	2.Electrochemical potential-driven transporters	cpd11584[e0]	Ala-His
rxn12595	Tween 20 transport via proton symport	2.Electrochemical potential-driven transporters	cpd13391[e0]	Tween 20
rxn12597	Agmatine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd00152[e0]	Agmatine
rxn12598	Cellobiose transport via proton symport	2.Electrochemical potential-driven transporters	cpd00158[e0]	CELB
rxn12599	Galactarate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01246[e0]	Mucic acid
rxn12600	gly-glu-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11592[e0]	gly-glu-L
rxn12602	L-Cysteate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00395[e0]	L-Cysteate
rxn12603	L-Methionine S-oxide transport via proton symport	2.Electrochemical potential-driven transporters	cpd01914[e0]	L-Methionine S-oxide
rxn12604	Urocanate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00581[e0]	Urocanate
rxn12606	Propane-1,2-diol transport via proton symport	2.Electrochemical potential-driven transporters	cpd00453[e0]	1,2-Propanediol
rxn12607	2-Methylpropanamine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd01799[e0]	Isobutylamine
rxn12608	gly-asp-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11589[e0]	gly-asp-L
rxn12609	Thiourea transport via proton symport	2.Electrochemical potential-driven transporters	cpd10114[e0]	Thiourea
rxn12610	Glycerol 2-phosphate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01908[e0]	Glycerol 2-phosphate
rxn12611	Chondroitin transport via proton symport	2.Electrochemical potential-driven transporters	cpd11670[e0]	Chondroitin
rxn12612	N-Acetyl-L-glutamate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00477[e0]	N-Acetyl-L-glutamate
rxn12613	D-Cysteine transport via proton symport	2.Electrochemical potential-driven transporters	cpd00587[e0]	D-Cysteine
rxn12614	Chondroitin 6-sulfate transport via proton symport	2.Electrochemical potential-driven transporters	cpd11717[e0]	Chondroitin 6-sulfate
rxn12615	Oxalate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00180[e0]	Oxalate
rxn12616	ala-L-Thr-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11582[e0]	ala-L-Thr-L
rxn12617	D-Glucosamine 6-phosphate transport via proton symport	2.Electrochemical potential-driven transporters	cpd00288[e0]	D-Glucosamine phosphate
rxn12618	TRANS-RXNAVI-26524.ce.brachyexp.ERYTHRITOL_ERYTHRITOL	2.Electrochemical potential-driven transporters	cpd00392[e0]	Phycite
rxn12619	Melezitose transport via proton symport	2.Electrochemical potential-driven transporters	cpd05161[e0]	Melezitose
rxn12620	L-Xylose transport via proton symport	2.Electrochemical potential-driven transporters	cpd01068[e0]	L-Xylose
rxn12621	Gelatine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd11879[e0]	Gelatin
rxn12622	Cysteamine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd01160[e0]	Cysteamine
rxn12623	TRANS-RXNAVI-26524.ce.brachyexp.L-ARABITOL_L-ARABITOL	2.Electrochemical potential-driven transporters	cpd00417[e0]	L-Lyxitol
rxn12624	TRANS-RXNAVI-26524.ce.brachyexp.CPD-9569_CPD-9569	2.Electrochemical potential-driven transporters	cpd00212[e0]	L-Sorbose
rxn12625	L-alanylglycine transport via proton antiport	2.Electrochemical potential-driven transporters	cpd11585[e0]	L-alanylglycine
rxn12627	Glycogen transport via proton symport	2.Electrochemical potential-driven transporters	cpd00155[e0]	Glycogen
rxn12628	ala-L-asp-L transport via proton symport	2.Electrochemical potential-driven transporters	cpd11593[e0]	ala-L-asp-L
rxn12629	(S)-2-Aminobutanoate transport via proton symport	2.Electrochemical potential-driven transporters	cpd01573[e0]	(S)-2-Aminobutanoate
rxn12630	Transport of N-acetylglucosamine, extracellular	2.Electrochemical potential-driven transporters	cpd00122[e0]	N-Acetyl-D-glucosamine
rxn12631	Carbon transport via proton antiport	2.Electrochemical potential-driven transporters	cpd12856[e0]	C
rxn12632	Acyl Coenzyme A transport	Diffusion	cpd11611[e0]	Acyl-CoA
rxn12647	TRANS-RXNAVI-26378.ce.brachyexp.DATP_DATP	3.Primary active transporters	cpd00115[e0]	dATP
rxn12648	TRANS-RXNAVI-26378.ce.brachyexp.DGTP_DGTP	Diffusion	cpd00241[e0]	dGTP
rxn12664	Menaquinone transport	Diffusion	cpd11606[e0]	Menaquinone 7
rxn12665	NADH dehydrogenase (Menaquinone 7 & 2 protons)	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn12666	Pyridoxal transport	Diffusion	cpd00215[e0]	Pyridoxal
rxn12671	3,4-dihidroxy benzoate reversible trasporter via proton symport.	2.Electrochemical potential-driven transporters	cpd00197[e0]	Protocatechuate
rxn12673	3-oxoadipate MFS transporter	2.Electrochemical potential-driven transporters	cpd00630[e0]	3-Oxoadipate
rxn12775	Phenylacetic acid transport via sodium symport. MSF	2.Electrochemical potential-driven transporters	cpd00430[e0]	PACT
rxn12783	2-ketogluconate transporter	2.Electrochemical potential-driven transporters	cpd00480[e0]	2-Dehydro-D-gluconate
rxn12784	ketogluconate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00480[e0]	2-Dehydro-D-gluconate
rxn12786	3-oxoadipate transport (e)	Diffusion	cpd00630[e0]	3-Oxoadipate
rxn12788	cis-aconitate transport, external	Diffusion	cpd00331[e0]	cis-Aconitate
rxn12789	catechol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00077[e0]	Catechol
rxn12791	Choline sulfate transport difusion	Diffusion	cpd00681[e0]	Choline sulfate
rxn12793	conyferyl alcohol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00458[e0]	Coniferol
rxn12795	ferulate transport via diffusion (extracellular to periplasm)	Diffusion	cpd01059[e0]	Ferulate
rxn12797	Gallate outer membrane porin transport	Diffusion	cpd01020[e0]	Gallate
rxn12798	GA/proton symport transport	2.Electrochemical potential-driven transporters	cpd01020[e0]	Gallate
rxn12800	bicarbonate transport (Na/HCO3 cotransport)	2.Electrochemical potential-driven transporters	cpd00242[e0]	H2CO3
rxn12803	isocitrate transport, external	Diffusion	cpd00260[e0]	Isocitrate
rxn12804	passive diffusion	Diffusion	cpd04446[e0]	m-Xylene
rxn12806	Nicotinic acid transport via proton symport (periplasm)	2.Electrochemical potential-driven transporters	cpd00218[e0]	Niacin
rxn12807	passive diffusion	Diffusion	cpd04136[e0]	p-Xylene
rxn12809	pentasulfonate transport via diffusion (extracellular to periplasm)	Diffusion	cpd16742[e0]	pentanesulfonate
rxn12811	sulfate transport via sodium symport	2.Electrochemical potential-driven transporters	cpd00048[e0]	Sulfate
rxn12812	T4HCINNM transport via diffusion (extracellular to periplasm)	Diffusion	cpd00604[e0]	4-Coumarate
rxn12814	toluene  outer membrane porin transport	Diffusion	cpd01034[e0]	Toluol
rxn12816	Vanillate/proton symport transport	2.Electrochemical potential-driven transporters	cpd04073[e0]	Vanillate
rxn12817	Vanillin transport via diffusion (extracellular to periplasm)	Diffusion	cpd00561[e0]	Vanillin
rxn12818	Vanillate transport via diffusion (extracellular to periplasm)	Diffusion	cpd04073[e0]	Vanillate
rxn12819	Vanillin/proton symport transport	2.Electrochemical potential-driven transporters	cpd00561[e0]	Vanillin
rxn12820	pentanesulfonate transport via ABC system (periplasm)	3.Primary active transporters	cpd16742[e0]	pentanesulfonate
rxn12848	Gly-Cys ABC transporters	3.Primary active transporters	cpd15603[e0]	Gly-Cys
rxn12849	Gly-Leu ABC transporters	3.Primary active transporters	cpd15604[e0]	Gly-Leu
